quarter,industry1,industry2,occupation1,job_vacancy_rate
"2001-Q4","manufacturing","paper products and printing","clerical, sales and services workers","-"
"2001-Q4","manufacturing","paper products and printing","production and transport operators, cleaners and labourers","-"
"2001-Q4","manufacturing","petroleum, chemical and pharmaceutical products","total","0.6"
"2001-Q4","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","1.1"
"2001-Q4","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2001-Q4","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","-"
"2001-Q4","manufacturing","rubber and plastic products","total","0.9"
"2001-Q4","manufacturing","rubber and plastic products","professional, managers, executive and technicians","-"
"2001-Q4","manufacturing","rubber and plastic products","clerical, sales and services workers","-"
"2001-Q4","manufacturing","rubber and plastic products","production and transport operators, cleaners and labourers","0.9"
"2001-Q4","manufacturing","fabricated metal products","total","0.9"
"2001-Q4","manufacturing","fabricated metal products","professional, managers, executive and technicians","0.9"
"2001-Q4","manufacturing","fabricated metal products","clerical, sales and services workers","-"
"2001-Q4","manufacturing","fabricated metal products","production and transport operators, cleaners and labourers","0.8"
"2001-Q4","manufacturing","machinery and equipment","total","0.8"
"2001-Q4","manufacturing","machinery and equipment","professional, managers, executive and technicians","0.7"
"2001-Q4","manufacturing","machinery and equipment","clerical, sales and services workers","-"
"2001-Q4","manufacturing","machinery and equipment","production and transport operators, cleaners and labourers","0.8"
"2001-Q4","manufacturing","electrical products","total","-"
"2001-Q4","manufacturing","electrical products","professional, managers, executive and technicians","-"
"2001-Q4","manufacturing","electrical products","clerical, sales and services workers","-"
"2001-Q4","manufacturing","electrical products","production and transport operators, cleaners and labourers","-"
"2001-Q4","manufacturing","electronic products","total","0.7"
"2001-Q4","manufacturing","electronic products","professional, managers, executive and technicians","0.9"
"2001-Q4","manufacturing","electronic products","clerical, sales and services workers","-"
"2001-Q4","manufacturing","electronic products","production and transport operators, cleaners and labourers","0.7"
"2001-Q4","manufacturing","medical and precision instruments","total","1.5"
"2001-Q4","manufacturing","medical and precision instruments","professional, managers, executive and technicians","1.9"
"2001-Q4","manufacturing","medical and precision instruments","clerical, sales and services workers","-"
"2001-Q4","manufacturing","medical and precision instruments","production and transport operators, cleaners and labourers","1.4"
"2001-Q4","manufacturing","transport equipment","total","2.7"
"2001-Q4","manufacturing","transport equipment","professional, managers, executive and technicians","3.3"
"2001-Q4","manufacturing","transport equipment","clerical, sales and services workers","1.9"
"2001-Q4","manufacturing","transport equipment","production and transport operators, cleaners and labourers","2.6"
"2001-Q4","manufacturing","other manufacturing industries","total","0.3"
"2001-Q4","manufacturing","other manufacturing industries","professional, managers, executive and technicians","-"
"2001-Q4","manufacturing","other manufacturing industries","clerical, sales and services workers","-"
"2001-Q4","manufacturing","other manufacturing industries","production and transport operators, cleaners and labourers","0.3"
"2001-Q4","construction","construction","total","0.7"
"2001-Q4","construction","construction","professional, managers, executive and technicians","0.5"
"2001-Q4","construction","construction","clerical, sales and services workers","-"
"2001-Q4","construction","construction","production and transport operators, cleaners and labourers","0.7"
"2001-Q4","services","wholesale and retail trade","total","0.7"
"2001-Q4","services","wholesale and retail trade","professional, managers, executive and technicians","0.5"
"2001-Q4","services","wholesale and retail trade","clerical, sales and services workers","0.9"
"2001-Q4","services","wholesale and retail trade","production and transport operators, cleaners and labourers","0.6"
"2001-Q4","services","transport and storage","total","2.5"
"2001-Q4","services","transport and storage","professional, managers, executive and technicians","2.5"
"2001-Q4","services","transport and storage","clerical, sales and services workers","2.1"
"2001-Q4","services","transport and storage","production and transport operators, cleaners and labourers","2.7"
"2001-Q4","services","hotels and restaurants","total","1.8"
"2001-Q4","services","hotels and restaurants","professional, managers, executive and technicians","1.5"
"2001-Q4","services","hotels and restaurants","clerical, sales and services workers","2.2"
"2001-Q4","services","hotels and restaurants","production and transport operators, cleaners and labourers","0.7"
